language,task,tokens,lines,sloc,chars
C++,Knapsack-problem-0-1,1407,99,89,4607
C++,Knuth-shuffle,106,17,15,381
C++,Last-Friday-of-each-month,160,18,15,515
C++,Leap-year,106,12,9,278
C++,Least-common-multiple,173,25,21,504
C++,Levenshtein-distance,361,56,41,1066
C++,Logical-operations,96,8,7,262
C++,Look-and-say-sequence,175,31,24,568
C++,Loop-over-multiple-arrays-simultaneously,162,22,18,518
C++,Loops-Break,104,17,15,333
C++,Loops-Continue,44,9,8,122
C++,Loops-Do-while,32,6,5,83
C++,Loops-For,47,7,5,108
C++,Loops-N-plus-one-half,56,13,11,149
C++,Loops-Nested,109,24,21,415
C++,Loops-While,29,3,2,64
C++,Luhn-test-of-credit-card-numbers,242,44,39,746
C++,Map-range,208,27,20,617
C++,Middle-three-digits,205,28,23,666
C++,Monty-Hall-problem,342,58,48,1130
C++,Multiplication-tables,537,78,47,2030
C++,Mutual-recursion,196,37,32,611
C++,N-queens-problem,922,101,88,2989
C++,Nth,252,42,31,753
C++,Nth-root,90,13,12,347
C++,Number-names,524,70,62,1565
C++,Number-reversal-game,309,51,41,1014
C++,Ordered-words,223,39,33,935
C++,Palindrome-detection,41,8,6,153
C++,Pangram-checker,168,25,20,689
C++,Parsing-RPN-calculator-algorithm,392,54,50,1467
C++,Pascals-triangle,702,82,76,2289
C++,Perfect-numbers,130,20,17,403
C++,Pi,358,57,40,1102
C++,Population-count,281,43,38,752
C++,Power-set,199,26,24,745
C++,Primality-by-trial-division,73,14,12,242
C++,Priority-queue,213,31,21,711
C++,Range-expansion,416,75,61,1666
C++,Range-extraction,346,54,46,979
C++,Real-constants-and-functions,273,29,25,763
C++,Reverse-a-string,57,11,9,197
C++,Roman-numerals-Decode,316,51,47,883
C++,Rot-13,298,43,36,1070
C++,Run-length-encoding,1131,163,106,4604
C++,Search-a-list,969,113,92,3765
C++,Set,760,80,67,2410
C++,Short-circuit-evaluation,166,28,23,502
C++,Sierpinski-carpet,980,123,103,3275
C++,Sierpinski-triangle,188,36,31,713
C++,Sieve-of-Eratosthenes,279,42,29,930
C++,Sleep,73,12,11,281
C++,Sort-using-a-custom-comparator,211,30,24,798
C++,Sorting-algorithms-Bubble-sort,193,25,22,623
C++,Sorting-algorithms-Gnome-sort,211,31,27,636
C++,Sorting-algorithms-Insertion-sort,268,34,20,1019
C++,Sorting-algorithms-Quicksort,482,71,63,1913
C++,Sorting-algorithms-Selection-sort,149,18,15,533
C++,Stack,418,56,53,1666
C++,String-concatenation,66,11,9,210
C++,String-matching,104,15,10,299
C++,Strip-whitespace-from-a-string-Top-and-tail,335,48,35,1259
C++,Substring,139,19,15,399
C++,Substring-Top-and-tail,124,11,9,380
C++,Sum-and-product-of-an-array,482,53,37,1608
C++,Sum-digits-of-an-integer,270,34,29,857
C++,Sum-multiples-of-3-and-5,282,43,33,1071
C++,Symmetric-difference,175,25,20,659
C++,Take-notes-on-the-command-line,191,38,35,599
C++,Temperature-conversion,499,55,46,1825
C++,The-Twelve-Days-of-Christmas,318,59,52,1168
C++,Towers-of-Hanoi,93,10,9,254
C++,Vector-products,1860,136,104,5819
Clojure,100-doors,109,12,9,351
Clojure,100-prisoners,901,66,58,3820
Clojure,24-game,261,28,21,875
Clojure,99-bottles-of-beer,96,14,10,348
Clojure,ABC-problem,212,22,17,612
Clojure,Accumulator-factory,25,4,3,69
Clojure,Ackermann-function,54,5,4,146
Clojure,Align-columns,493,42,35,1753
Clojure,Almost-prime,338,23,18,1327
Clojure,Anagrams,178,15,7,474
Clojure,Anonymous-recursion,75,8,7,182
Clojure,Arbitrary-precision-integers-included-,140,13,9,397
Clojure,Arithmetic-Complex,346,38,28,992
Clojure,Arithmetic-Integer,68,7,6,182
Clojure,Arithmetic-geometric-mean,241,26,20,842
Clojure,Arrays,325,35,19,917
Clojure,Averages-Arithmetic-mean,31,5,4,87
Clojure,Averages-Mode,80,7,6,288
Clojure,Averages-Pythagorean-means,126,16,11,360
Clojure,Babbage-problem,116,12,4,446
Clojure,Balanced-brackets,66,12,11,233
Clojure,Binary-search,159,17,10,520
Clojure,Bitwise-operations,43,8,6,133
Clojure,Bulls-and-cows,332,39,32,1191
Clojure,CSV-data-manipulation,139,15,12,469
Clojure,Caesar-cipher,93,8,7,301
Clojure,Catalan-numbers,220,18,13,528
Clojure,Check-that-file-exists,34,3,1,101
Clojure,Classes,79,10,4,300
Clojure,Comma-quibbling,165,19,14,511
Clojure,Count-occurrences-of-a-substring,41,8,7,126
Clojure,Create-a-two-dimensional-array-at-runtime,70,6,5,201
Clojure,Create-an-HTML-table,100,12,9,247
Clojure,Cumulative-standard-deviation,124,10,9,372
Clojure,Date-format,67,6,5,229
Clojure,Day-of-the-week,75,9,7,312
Clojure,Department-numbers,62,9,8,240
Clojure,Detect-division-by-zero,68,8,7,242
Clojure,Determine-if-a-string-is-numeric,86,8,7,252
Clojure,Digital-root,100,13,12,361
Clojure,Dot-product,189,21,16,514
Clojure,Empty-string,65,7,5,215
Clojure,Entropy,77,8,7,237
Clojure,Ethiopian-multiplication,210,26,21,597
Clojure,Even-or-odd,27,3,2,74
Clojure,Factorial,42,7,6,115
Clojure,Factors-of-an-integer,53,5,4,140
Clojure,Fibonacci-sequence,49,9,8,125
Clojure,Filter,45,5,2,156
Clojure,Five-weekends,110,12,10,365
Clojure,FizzBuzz,57,5,4,165
Clojure,Function-composition,44,8,5,116
Clojure,Greatest-common-divisor,47,7,6,129
Clojure,Guess-the-number,84,11,9,269
Clojure,Guess-the-number-With-feedback,158,17,16,520
Clojure,Hailstone-sequence,230,18,15,622
Clojure,Happy-numbers,319,36,28,938
Clojure,Harshad-or-Niven-series,95,10,8,269
Clojure,Haversine-formula,203,13,10,566
Clojure,Horners-rule-for-polynomial-evaluation,45,5,3,110
Clojure,Identity-matrix,39,5,4,125
Clojure,Integer-comparison,62,7,6,218
Clojure,JSON,98,11,4,385
Clojure,Knapsack-problem-0-1,149,18,15,421
Clojure,Knuth-shuffle,53,5,4,162
Clojure,Last-Friday-of-each-month,143,12,9,488
Clojure,Leap-year,43,5,4,111
Clojure,Least-common-multiple,80,12,9,223
Clojure,Levenshtein-distance,235,22,21,1122
Clojure,Logical-operations,62,7,5,152
Clojure,Look-and-say-sequence,73,13,12,182
Clojure,Loop-over-multiple-arrays-simultaneously,30,3,2,66
Clojure,Loops-Break,42,6,5,119
Clojure,Loops-Continue,54,8,7,155
Clojure,Loops-Do-while,42,6,5,102
Clojure,Loops-For,32,4,3,80
Clojure,Loops-N-plus-one-half,61,11,7,177
Clojure,Loops-Nested,124,19,15,450
Clojure,Loops-While,59,9,6,146
Clojure,Luhn-test-of-credit-card-numbers,120,10,8,345
Clojure,Map-range,174,18,15,347
Clojure,Middle-three-digits,157,15,13,423
Clojure,Monty-Hall-problem,159,16,13,557
Clojure,Multiplication-tables,146,14,12,553
Clojure,Mutual-recursion,68,12,9,158
Clojure,N-queens-problem,113,10,9,461
Clojure,Nth,137,15,13,368
Clojure,Nth-root,267,25,18,870
Clojure,Number-names,25,3,2,84
Clojure,Number-reversal-game,167,17,14,507
Clojure,Ordered-words,124,16,13,395
Clojure,Palindrome-detection,59,6,5,194
Clojure,Pangram-checker,41,4,3,143
Clojure,Parsing-RPN-calculator-algorithm,356,30,26,1316
Clojure,Pascals-triangle,60,8,7,185
Clojure,Perfect-numbers,43,5,4,108
Clojure,Pi,429,39,26,1568
Clojure,Population-count,192,29,16,666
Clojure,Power-set,46,7,5,129
Clojure,Primality-by-trial-division,56,7,6,169
Clojure,Priority-queue,273,20,11,765
Clojure,Range-expansion,282,25,21,752
Clojure,Range-extraction,131,17,13,448
Clojure,Real-constants-and-functions,58,9,8,192
Clojure,Reverse-a-string,29,4,3,112
Clojure,Roman-numerals-Decode,210,16,12,557
Clojure,Rot-13,229,20,14,660
Clojure,Run-length-encoding,82,8,6,233
Clojure,Search-a-list,76,6,5,199
Clojure,Set,100,16,8,320
Clojure,Short-circuit-evaluation,89,8,7,237
Clojure,Sierpinski-carpet,178,21,17,502
Clojure,Sierpinski-triangle,228,27,20,803
Clojure,Sieve-of-Eratosthenes,300,18,17,976
Clojure,Sleep,42,7,5,131
Clojure,Sort-using-a-custom-comparator,100,10,8,271
Clojure,Sorting-algorithms-Bubble-sort,237,28,25,957
Clojure,Sorting-algorithms-Gnome-sort,146,13,11,409
Clojure,Sorting-algorithms-Insertion-sort,135,10,7,317
Clojure,Sorting-algorithms-Quicksort,51,7,6,169
Clojure,Sorting-algorithms-Selection-sort,179,23,20,520
Clojure,Stack,167,15,13,584
Clojure,String-concatenation,34,6,4,104
Clojure,String-matching,184,11,9,522
Clojure,Strip-whitespace-from-a-string-Top-and-tail,54,8,7,161
Clojure,Substring,185,23,16,699
Clojure,Substring-Top-and-tail,103,16,12,297
Clojure,Sum-digits-of-an-integer,48,4,3,147
Clojure,Sum-multiples-of-3-and-5,85,7,5,179
Clojure,Symmetric-difference,60,7,4,183
Clojure,Take-notes-on-the-command-line,93,14,11,283
Clojure,Temperature-conversion,126,13,11,336
Clojure,The-Twelve-Days-of-Christmas,236,23,19,892
Clojure,Towers-of-Hanoi,62,6,5,203
Clojure,Vector-products,207,26,22,543
Cobol,100-doors,253,34,29,1004
Cobol,99-bottles-of-beer,937,105,95,2875
Cobol,ABC-problem,617,65,56,2319
Cobol,Ackermann-function,220,33,25,990
Cobol,Align-columns,957,84,76,3695
Cobol,Almost-prime,646,70,62,2223
Cobol,Anagrams,1891,244,192,8447
Cobol,Anti-primes,878,85,49,3097
Cobol,Arbitrary-precision-integers-included-,1072,134,111,4778
Cobol,Arithmetic-Complex,782,99,81,2957
Cobol,Arithmetic-Integer,321,45,25,1310
Cobol,Arithmetic-geometric-mean,353,34,24,1056
Cobol,Array-concatenation,406,48,41,1335
Cobol,Arrays,330,40,28,1319
Cobol,Averages-Arithmetic-mean,179,29,21,781
Cobol,Babbage-problem,342,33,17,1253
Cobol,Balanced-brackets,673,99,75,2953
Cobol,Binary-search,120,19,17,573
Cobol,Bitwise-operations,484,56,37,1867
Cobol,CSV-data-manipulation,696,94,66,2858
Cobol,Caesar-cipher,558,85,70,2258
Cobol,Case-sensitivity-of-identifiers,194,22,11,767
Cobol,Check-that-file-exists,449,71,55,1990
Cobol,Classes,388,67,35,1952
Cobol,Comma-quibbling,515,76,61,1957
Cobol,Count-occurrences-of-a-substring,132,23,17,609
Cobol,Create-an-HTML-table,1188,116,94,4186
Cobol,Cumulative-standard-deviation,741,72,71,2197
Cobol,Date-format,607,65,53,2210
Cobol,Day-of-the-week,598,69,64,2339
Cobol,Department-numbers,346,38,32,1227
Cobol,Detect-division-by-zero,28,5,4,106
Cobol,Determine-if-a-string-is-numeric,368,55,41,1486
Cobol,Digital-root,455,46,39,1607
Cobol,Empty-string,107,24,15,481
Cobol,Ethiopian-multiplication,753,94,87,2788
Cobol,Even-or-odd,36,6,5,130
Cobol,Factorial,138,23,17,557
Cobol,Factors-of-an-integer,316,41,34,1196
Cobol,Fibonacci-sequence,538,41,40,1597
Cobol,Five-weekends,466,54,51,1726
Cobol,FizzBuzz,200,27,26,792
Cobol,Greatest-common-divisor,198,29,25,778
Cobol,Guess-the-number,145,26,20,646
Cobol,Guess-the-number-With-feedback,185,31,24,824
Cobol,Hailstone-sequence,642,91,77,3050
Cobol,Happy-numbers,530,57,49,1844
Cobol,Harshad-or-Niven-series,619,79,57,2156
Cobol,Integer-comparison,180,27,20,719
Cobol,Knuth-shuffle,224,30,22,871
Cobol,Last-Friday-of-each-month,373,49,48,1554
Cobol,Leap-year,276,34,29,1222
Cobol,Least-common-multiple,391,64,52,1633
Cobol,Levenshtein-distance,531,63,54,2188
Cobol,Logical-operations,169,27,19,687
Cobol,Look-and-say-sequence,423,44,41,1532
Cobol,Loop-over-multiple-arrays-simultaneously,171,24,17,558
Cobol,Loops-Break,136,27,21,604
Cobol,Loops-Continue,122,22,16,504
Cobol,Loops-Do-while,88,16,12,348
Cobol,Loops-For,140,22,16,547
Cobol,Loops-N-plus-one-half,158,18,17,414
Cobol,Loops-Nested,391,46,34,1643
Cobol,Loops-While,82,16,12,326
Cobol,Luhn-test-of-credit-card-numbers,807,88,84,3069
Cobol,Map-range,432,54,40,1763
Cobol,Middle-three-digits,813,92,76,2613
Cobol,Monty-Hall-problem,652,90,65,2785
Cobol,Multiplication-tables,305,47,41,1469
Cobol,Nth,395,32,31,1117
Cobol,Nth-root,684,102,70,2771
Cobol,Number-reversal-game,799,116,81,3151
Cobol,Ordered-words,478,67,56,1882
Cobol,Palindrome-detection,117,20,15,568
Cobol,Pangram-checker,374,52,50,1648
Cobol,Parsing-RPN-calculator-algorithm,727,128,87,3588
Cobol,Perfect-numbers,253,38,30,1052
Cobol,Population-count,750,74,64,2507
Cobol,Primality-by-trial-division,232,39,31,928
Cobol,Range-expansion,636,94,77,2571
Cobol,Range-extraction,1362,181,128,5846
Cobol,Real-constants-and-functions,140,14,11,497
Cobol,Roman-numerals-Decode,744,76,74,2683
Cobol,Rot-13,179,22,18,690
Cobol,Run-length-encoding,860,125,96,3513
Cobol,Search-a-list,520,64,50,2012
Cobol,Sierpinski-triangle,309,37,36,1117
Cobol,Sieve-of-Eratosthenes,489,56,38,1953
Cobol,Sleep,143,19,12,609
Cobol,Sorting-algorithms-Bubble-sort,1095,146,107,3923
Cobol,Sorting-algorithms-Gnome-sort,270,31,24,847
Cobol,Sorting-algorithms-Insertion-sort,495,71,51,1802
Cobol,Sorting-algorithms-Quicksort,535,67,50,2108
Cobol,Sorting-algorithms-Selection-sort,241,29,21,766
Cobol,Stack,41,6,5,154
Cobol,String-concatenation,99,16,12,370
Cobol,Strip-whitespace-from-a-string-Top-and-tail,33,4,3,124
Cobol,Substring,347,57,48,1524
Cobol,Substring-Top-and-tail,110,18,14,503
Cobol,Sum-and-product-of-an-array,197,26,19,775
Cobol,Sum-multiples-of-3-and-5,371,48,39,1109
Cobol,Take-notes-on-the-command-line,474,79,57,2233
Cobol,Temperature-conversion,324,37,27,1174
Cobol,The-Twelve-Days-of-Christmas,392,45,38,1537
Cobol,Towers-of-Hanoi,254,30,25,832
Crystal,100-doors,89,12,9,219
Crystal,100-prisoners,186,23,20,536
Crystal,99-bottles-of-beer,115,8,7,289
Crystal,ABC-problem,201,18,15,564
Crystal,Accumulator-factory,101,13,8,285
Crystal,Ackermann-function,92,15,12,190
Crystal,Align-columns,320,38,33,1029
Crystal,Almost-prime,140,23,20,347
Crystal,Anagrams,139,23,16,492
Crystal,Anonymous-recursion,108,15,12,305
Crystal,Anti-primes,163,33,24,384
Crystal,Arbitrary-precision-integers-included-,69,6,4,148
Crystal,Arithmetic-Complex,111,16,13,250
Crystal,Arithmetic-Integer,129,11,9,409
Crystal,Arithmetic-geometric-mean,68,9,7,152
Crystal,Array-concatenation,50,4,3,94
Crystal,Arrays,315,21,10,1155
Crystal,Averages-Arithmetic-mean,32,5,3,108
Crystal,Averages-Mode,84,7,5,157
Crystal,Averages-Pythagorean-means,134,25,19,379
Crystal,Babbage-problem,51,8,6,119
Crystal,Balanced-brackets,132,27,24,401
Crystal,Binary-search,239,30,26,627
Crystal,Bitwise-operations,60,10,8,152
Crystal,Bulls-and-cows,226,36,29,710
Crystal,Caesar-cipher,83,12,8,247
Crystal,Case-sensitivity-of-identifiers,35,6,4,106
Crystal,Catalan-numbers,336,42,28,883
Crystal,Check-that-file-exists,78,15,13,311
Crystal,Classes,45,14,9,131
Crystal,Comma-quibbling,107,20,18,308
Crystal,Count-occurrences-of-a-substring,85,14,12,262
Crystal,Create-a-two-dimensional-array-at-runtime,91,15,9,299
Crystal,Cumulative-standard-deviation,146,17,14,324
Crystal,Date-format,35,6,4,93
Crystal,Day-of-the-week,27,2,1,64
Crystal,Department-numbers,35,2,1,90
Crystal,Detect-division-by-zero,31,7,6,109
Crystal,Digital-root,113,19,13,363
Crystal,Dot-product,174,21,15,467
Crystal,Entropy,263,41,34,792
Crystal,Ethiopian-multiplication,115,18,15,286
Crystal,Even-or-odd,250,41,32,615
Crystal,Factorial,37,8,7,102
Crystal,Factors-of-an-integer,29,4,3,77
Crystal,Fibonacci-sequence,43,4,3,115
Crystal,Filter,124,18,11,321
Crystal,Five-weekends,188,14,13,542
Crystal,FizzBuzz,75,12,10,191
Crystal,Function-composition,69,8,5,185
Crystal,Gray-code,52,13,11,144
Crystal,Guess-the-number,43,5,4,127
Crystal,Guess-the-number-With-feedback,96,20,17,345
Crystal,Hailstone-sequence,202,18,13,482
Crystal,Happy-numbers,139,15,13,342
Crystal,Harshad-or-Niven-series,81,5,3,217
Crystal,Haversine-formula,183,18,13,454
Crystal,Integer-comparison,81,13,10,251
Crystal,JSON,73,15,11,242
Crystal,Knapsack-problem-0-1,879,87,73,3029
Crystal,Knuth-shuffle,51,10,8,152
Crystal,Last-Friday-of-each-month,97,11,9,292
Crystal,Leap-year,27,4,3,72
Crystal,Levenshtein-distance,234,24,19,593
Crystal,Logical-operations,83,8,6,194
Crystal,Look-and-say-sequence,56,9,7,141
Crystal,Loops-Do-while,31,7,6,58
Crystal,Loops-For,33,7,6,67
Crystal,Loops-N-plus-one-half,29,7,6,69
Crystal,Loops-While,25,6,5,48
Crystal,Luhn-test-of-credit-card-numbers,160,10,8,340
Crystal,Map-range,105,11,8,217
Crystal,Middle-three-digits,200,24,22,493
Crystal,Nth,127,19,17,363
Crystal,Number-names,446,42,40,1355
Crystal,Number-reversal-game,122,22,16,392
Crystal,Ordered-words,61,7,6,184
Crystal,Palindrome-detection,65,12,10,172
Crystal,Pangram-checker,54,7,5,171
Crystal,Parsing-RPN-calculator-algorithm,187,27,24,595
Crystal,Perfect-numbers,69,9,7,177
Crystal,Pi,227,31,28,553
Crystal,Population-count,107,10,8,306
Crystal,Power-set,87,15,13,249
Crystal,Primality-by-trial-division,1936,125,98,4750
Crystal,Priority-queue,417,73,60,1159
Crystal,Range-expansion,99,13,11,258
Crystal,Range-extraction,239,25,23,606
Crystal,Real-constants-and-functions,213,21,17,732
Crystal,Reverse-a-string,40,7,4,101
Crystal,Rot-13,83,6,5,171
Crystal,Run-length-encoding,143,20,17,368
Crystal,Search-a-list,168,16,7,654
Crystal,Set,236,33,21,553
Crystal,Short-circuit-evaluation,105,19,16,239
Crystal,Sierpinski-carpet,104,12,10,294
Crystal,Sieve-of-Eratosthenes,452,54,46,1266
Crystal,Sleep,29,6,5,113
Crystal,Sort-using-a-custom-comparator,64,5,3,238
Crystal,Sorting-algorithms-Bubble-sort,94,18,15,244
Crystal,Sorting-algorithms-Quicksort,139,10,8,273
Crystal,Sorting-algorithms-Selection-sort,91,14,13,332
Crystal,Stack,46,14,6,136
Crystal,String-concatenation,25,6,4,48
Crystal,String-matching,133,13,9,359
Crystal,Strip-whitespace-from-a-string-Top-and-tail,46,11,6,156
Crystal,Substring,120,18,11,468
Crystal,Substring-Top-and-tail,89,12,6,297
Crystal,Sum-and-product-of-an-array,47,10,8,142
Crystal,Sum-digits-of-an-integer,89,14,12,245
Crystal,Sum-multiples-of-3-and-5,154,14,9,302
Crystal,Symmetric-difference,47,5,3,95
Crystal,Take-notes-on-the-command-line,61,10,8,166
Crystal,Temperature-conversion,74,6,4,142
Crystal,The-Twelve-Days-of-Christmas,152,20,18,539
Crystal,Towers-of-Hanoi,97,12,10,226
Crystal,Vector-products,336,40,31,1011
Dart,100-doors,67,8,7,177
Dart,100-prisoners,475,68,64,1621
Dart,99-bottles-of-beer,445,60,53,1756
Dart,Ackermann-function,115,14,12,236
Dart,Anti-primes,162,23,21,419
Dart,Arbitrary-precision-integers-included-,112,12,9,374
Dart,Arithmetic-Complex,308,51,37,997
Dart,Arithmetic-Integer,142,19,14,441
Dart,Arrays,348,43,16,1224
Dart,Averages-Arithmetic-mean,48,6,4,119
Dart,Babbage-problem,37,8,6,94
Dart,Caesar-cipher,414,65,52,1390
Dart,Case-sensitivity-of-identifiers,53,6,4,153
Dart,Day-of-the-week,75,10,9,244
Dart,Dot-product,107,17,15,308
Dart,Empty-string,45,12,9,144
Dart,Even-or-odd,56,10,9,148
Dart,Factorial,76,16,14,219
Dart,Fibonacci-sequence,73,14,10,197
Dart,Five-weekends,128,14,13,359
Dart,FizzBuzz,78,11,10,209
Dart,Guess-the-number,78,10,8,273
Dart,Hailstone-sequence,364,42,37,1047
Dart,Happy-numbers,194,36,33,698
Dart,Haversine-formula,209,24,19,591
Dart,JSON,214,31,23,739
Dart,Knapsack-problem-0-1,1012,105,84,3008
Dart,Leap-year,102,10,7,290
Dart,Least-common-multiple,71,17,14,174
Dart,Loops-Do-while,34,8,7,91
Dart,Loops-For,55,9,8,159
Dart,Loops-N-plus-one-half,74,16,14,239
Dart,Loops-While,35,8,7,89
Dart,Map-range,119,11,9,277
Dart,Middle-three-digits,223,47,43,570
Dart,Monty-Hall-problem,451,84,72,1455
Dart,Mutual-recursion,92,13,11,208
Dart,N-queens-problem,364,66,48,1141
Dart,Nth-root,75,12,9,204
Dart,Palindrome-detection,49,8,7,143
Dart,Pascals-triangle,252,43,35,762
Dart,Perfect-numbers,47,3,2,100
Dart,Primality-by-trial-division,101,13,10,261
Dart,Reverse-a-string,168,18,15,632
Dart,Rot-13,224,22,19,708
Dart,Set,384,39,30,1165
Dart,Sieve-of-Eratosthenes,405,44,42,1440
Dart,Sorting-algorithms-Gnome-sort,224,31,27,562
Dart,Sorting-algorithms-Insertion-sort,125,18,16,346
Dart,Sorting-algorithms-Quicksort,232,40,31,704
Dart,Sorting-algorithms-Selection-sort,183,22,20,569
Dart,Substring-Top-and-tail,69,7,6,263
Dart,Sum-digits-of-an-integer,201,21,18,566
Dart,Temperature-conversion,186,25,20,530
Dart,Towers-of-Hanoi,115,14,11,347
Delphi,24-game,1609,285,211,5505
Delphi,ABC-problem,520,64,54,1531
Delphi,Accumulator-factory,119,29,22,368
Delphi,Ackermann-function,73,10,9,213
Delphi,Align-columns,652,57,55,2247
Delphi,Almost-prime,221,41,35,603
Delphi,Anagrams,735,127,95,2470
Delphi,Anonymous-recursion,149,34,24,471
Delphi,Arbitrary-precision-integers-included-,144,24,18,486
Delphi,Arithmetic-Complex,175,28,16,454
Delphi,Arithmetic-Integer,213,20,14,538
Delphi,Arithmetic-geometric-mean,244,45,36,684
Delphi,Array-concatenation,497,54,27,1735
Delphi,Arrays,379,37,31,1428
Delphi,Averages-Arithmetic-mean,117,23,16,397
Delphi,Averages-Mode,404,73,55,1256
Delphi,Averages-Pythagorean-means,348,51,43,1102
Delphi,Balanced-brackets,233,32,27,784
Delphi,Bitwise-operations,124,15,10,311
Delphi,CSV-data-manipulation,233,47,36,793
Delphi,Case-sensitivity-of-identifiers,57,13,9,192
Delphi,Check-that-file-exists,164,29,21,607
Delphi,Classes,192,45,33,716
Delphi,Count-occurrences-of-a-substring,133,24,18,483
Delphi,Create-a-two-dimensional-array-at-runtime,224,29,17,769
Delphi,Create-an-HTML-table,168,24,18,471
Delphi,Cumulative-standard-deviation,156,32,22,484
Delphi,Date-format,33,2,1,100
Delphi,Day-of-the-week,128,21,17,417
Delphi,Department-numbers,208,37,31,643
Delphi,Detect-division-by-zero,72,19,14,204
Delphi,Determine-if-a-string-is-numeric,236,53,41,793
Delphi,Dot-product,189,28,22,504
Delphi,Empty-string,81,21,14,281
Delphi,Entropy,395,61,49,1220
Delphi,Even-or-odd,118,30,21,345
Delphi,Factorial,79,16,11,263
Delphi,Fibonacci-sequence,94,19,18,282
Delphi,Filter,182,36,24,573
Delphi,Five-weekends,251,35,29,824
Delphi,FizzBuzz,106,22,17,302
Delphi,Function-composition,188,38,27,611
Delphi,Gray-code,280,46,37,804
Delphi,Guess-the-number,98,20,14,336
Delphi,Guess-the-number-With-feedback,417,86,52,1576
Delphi,Hailstone-sequence,420,58,49,1282
Delphi,Happy-numbers,269,65,52,877
Delphi,Haversine-formula,214,21,17,530
Delphi,Horners-rule-for-polynomial-evaluation,357,46,34,1107
Delphi,Identity-matrix,130,26,17,385
Delphi,Integer-comparison,82,13,9,242
Delphi,JSON,284,56,37,1077
Delphi,Knapsack-problem-0-1,1176,139,105,3924
Delphi,Last-Friday-of-each-month,151,28,21,462
Delphi,Leap-year,85,20,14,262
Delphi,Levenshtein-distance,424,64,52,1175
